fips,state,county,urban,urban_index,missing_urban,gisjoin,countya,tracta,blkgrpa,geo_id,tl_geo_id,name_e,median_age,n_65_plus,total_pop,latino,white,black,bachelor_plus,median_income,ssi,snap,married,veteran,owner_occupied,household_size,broadband,employed,rent_as_perc_income,block_group,bg_GEOID,bg_state_fp,bg_county_fp,bg_population,bg_hh_population,bg_land_area,bg_water_area,num_precincts_contributing,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PRESLAR,G20PREOFUE,G20PREOHAM,G20USSDBOO,G20USSRMEH,G20USSGHOF,G20USSOFER,G20USSOBUR,total_votes,turnout,dem_share,median_age,perc_65_plus,perc_latino,perc_white,perc_black,perc_bachelor_plus,perc_ssi,perc_snap,perc_married,perc_veteran,perc_owner_occupied,household_size,perc_broadband,perc_employed,rent_as_perc_income,median_income,perc_vote_dem,perc_voter_turnout
34015,NJ,gloucester,10,3.0,0.0,G34001505014063,15,501406,3,340155014063,340155014063.0,"Block Group 3, Census Tract 5014.06, Gloucester County, New Jersey",33.1,0.03,903.0,6.31,93.36,2.1,45.07,113750.0,0.0,0.0,39.09,1.55,37.32,2.36,10.63,64.01,0.33333334,340155014063,340155014063,34,15,884,871,755136,0,3,181.282664014957,208.12825315403,4.29875987166538,0.587157314504091,0.542879687352164,0.0,0.0,0.0147592090506426,205.986252822723,175.370024290285,2.83247210916596,1.65815748015778,0.0147592090506426,394.8544732515593,0.4466679561669223,0.5344694870578361,1,3,1,3,2,3,1.0,1.0,1,2,3,1,2,3,2,2,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505015011,15,501501,1,340155015011,340155015011.0,"Block Group 1, Census Tract 5015.01, Gloucester County, New Jersey",44.1,0.02,1677.0,2.5,92.19,5.13,15.74,119375.0,0.42,0.0,55.58,13.54,35.9,2.65,16.76,36.31,0.0,340155015011,340155015011,34,15,2161,2109,3068173,5561,4,434.41780409062,667.471460544944,10.3960102377207,2.41586566739149,0.384246122726808,0.0,0.169736443230018,0.384246122726808,662.933260312703,415.825971055423,11.7778325613305,7.68746171304658,2.2013559878947,1115.6393692293598,0.5162606983939656,0.6057518499971064,2,2,1,3,2,1,2,1.0,3,3,3,2,3,1,1,2,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505015012,15,501501,2,340155015012,340155015012.0,"Block Group 2, Census Tract 5015.01, Gloucester County, New Jersey",51.3,0.01,1632.0,6.92,68.2,31.56,14.34,68378.0,4.9,10.29,40.13,12.19,25.8,2.13,12.19,52.94,0.25141242,340155015012,340155015012,34,15,1291,1291,8334540,207416,4,275.400019939881,410.234697879232,6.53413299045716,1.37265077218853,0.0106113434809763,0.0,0.0,0.0106113434809763,407.591921191355,263.805254488342,5.25572798511172,4.50694328221362,1.36203942870755,693.5627242687206,0.5372290660485829,0.5983283623444836,3,1,1,2,3,1,3,3,2,3,2,1,2,2,2,1,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505015021,15,501502,1,340155015021,340155015021.0,"Block Group 1, Census Tract 5015.02, Gloucester County, New Jersey",39.5,0.01,3173.0,15.79,62.18,24.02,14.53,101774.0,2.36,1.73,39.17,5.92,26.66,3.2,5.45,41.54,0.10638298,340155015021,340155015021,34,15,3347,3347,3380937,234348,2,703.706725334583,839.481732913213,16.6421084541599,2.66052711353996,0.830263556769982,0.0,1.83026355676998,1.83026355676998,831.990942242903,673.422508426264,22.1144804650897,10.1513177838499,3.66052711353996,1566.9818844858057,0.46817504765037515,0.5439917130188995,2,1,2,2,3,1,3,2,1,3,2,3,1,1,1,2,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505015022,15,501502,2,340155015022,340155015022.0,"Block Group 2, Census Tract 5015.02, Gloucester County, New Jersey",34.4,0.01,2127.0,3.34,69.68,20.59,17.77,78510.0,5.83,2.35,29.38,4.84,29.29,2.44,9.5,55.24,0.53992397,340155015022,340155015022,34,15,1889,1889,3539811,29294,2,644.329234508978,695.270389900943,12.4241528391556,3.54975795404447,1.77487897702223,0.0,0.0,1.77487897702223,689.945752969876,616.807240861048,18.849562002797,9.64948324954769,1.77487897702223,1359.1232931571653,0.7194935379339149,0.5190135748262859,1,1,1,2,3,1,3,2,1,3,2,2,1,2,3,1,2,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016031,15,501603,1,340155016031,340155016031.0,"Block Group 1, Census Tract 5016.03, Gloucester County, New Jersey",70.9,0.05,1471.0,2.86,91.43,5.57,28.48,49922.0,2.24,0.0,38.68,11.62,63.9,1.51,17.61,33.79,0.0,340155016031,340155016031,34,15,1801,1801,2344100,0,2,774.640116625097,639.401660267183,8.26277765229771,3.4501234010212,1.3625308502553,1.0,1.7250617005106,1.3625308502553,639.401660267183,726.401660267183,16.7007404061272,7.81265425127651,1.7250617005106,1431.2048013466203,0.7946722939181678,0.452180176509659,3,3,1,3,2,2,3,1.0,1,3,3,1,3,1,1,1,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016032,15,501603,2,340155016032,340155016032.0,"Block Group 2, Census Tract 5016.03, Gloucester County, New Jersey",41.2,0.0,2213.0,3.21,88.34,3.62,14.01,75194.0,0.0,0.95,38.91,8.04,23.0,2.13,13.78,51.06,0.41001856,340155016032,340155016032,34,15,1741,1741,1329703,0,3,513.947908411483,642.979414314713,14.2118389450906,2.72899982994259,1.10059433923997,1.0,0.864499914971295,0.10059433923997,642.979414314713,480.563259165217,11.3739989796555,9.48283911514798,2.8644999149713,1176.9338500946803,0.6760102527826998,0.5557647413837452,2,1,1,3,2,1,1.0,2,1,3,2,1,3,2,2,1,2,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016033,15,501603,3,340155016033,340155016033.0,"Block Group 3, Census Tract 5016.03, Gloucester County, New Jersey",36.6,0.0,2072.0,4.83,91.89,2.8,18.82,196102.0,1.21,0.58,45.46,5.69,32.24,3.27,11.78,72.06,0.0,340155016033,340155016033,34,15,2440,2440,2995785,1701,4,664.403473738743,627.27183200441,11.3665237311306,4.68721555846807,1.67599045221174,0.160240269896857,3.2929853976649,1.53687481050473,627.292956632599,622.991097153574,27.5791986565483,9.4171356375773,2.2929853976649,1314.3951359630298,0.5386865311323893,0.48562655739827376,1,1,1,3,2,1,2,2,2,3,2,3,2,3,1,3,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016041,15,501604,1,340155016041,340155016041.0,"Block Group 1, Census Tract 5016.04, Gloucester County, New Jersey",36.5,0.01,1955.0,8.24,67.11,9.82,28.7,90943.0,2.66,0.51,34.02,4.71,26.91,2.84,9.97,47.16,0.5644444,340155016041,340155016041,34,15,2050,1883,2991045,661,3,465.228399213293,499.978894995629,8.81967453637791,3.59788545992446,1.6249136898422,1.26134966504072,0.71937507732225,0.905538612519955,499.971142023349,439.463471618013,15.3358453136214,7.76774732337706,1.98072474236297,982.1360312499495,0.47909074695119486,0.5180015712639311,1,1,2,2,2,2,3,2,1,3,2,2,2,1,3,2,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016042,15,501604,2,340155016042,340155016042.0,"Block Group 2, Census Tract 5016.04, Gloucester County, New Jersey",31.3,0.01,658.0,6.38,77.2,16.11,28.57,140708.0,0.0,1.67,50.91,7.6,29.33,3.41,14.44,54.86,0.0,340155016042,340155016042,34,15,933,933,2584305,0,2,365.763522070859,326.460411825765,6.71732035666687,2.76037637783329,0.735999241437409,0.735999241437409,0.644188947479235,0.0918102939581748,327.104600773245,349.109453509901,7.91237106789516,3.4963756192707,1.38018818891664,703.9096283554363,0.7544583369297281,0.4716109857514956,1,1,1,2,3,2,1.0,2,2,3,2,3,3,2,1,3,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016043,15,501604,3,340155016043,340155016043.0,"Block Group 3, Census Tract 5016.04, Gloucester County, New Jersey",32.7,0.01,1397.0,3.01,103.72,5.58,24.41,108941.0,0.0,3.08,53.19,6.16,34.29,2.71,11.6,68.58,1.0,340155016043,340155016043,34,15,1482,1482,1058451,0,1,475.864445941984,397.381583250091,7.94763166500183,1.98690791625046,0.0,0.0,1.98690791625046,0.0,392.414313459465,457.98227469573,11.9214474975027,6.9541777068766,1.98690791625046,885.1674766895778,0.5972789991157745,0.45506257110352677,1,1,1,3,2,2,1.0,3,3,3,3,2,2,3,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016044,15,501604,4,340155016044,340155016044.0,"Block Group 4, Census Tract 5016.04, Gloucester County, New Jersey",34.0,0.01,2007.0,6.08,65.57,28.5,14.95,66772.0,2.89,1.0,40.81,2.74,30.0,2.42,10.96,57.35,0.25726143,340155016044,340155016044,34,15,1524,1524,1929331,1040,2,374.222848078724,511.620350130593,7.34097781512546,1.76449453469679,0.332927698196196,0.0,1.04871111644649,0.0,506.992721922895,358.492181332027,11.5857503027693,6.57526637501726,1.76449453469679,896.330309373782,0.5881432476205919,0.577551818611697,1,1,1,2,3,1,3,2,2,2,2,2,2,2,2,1,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016045,15,501604,5,340155016045,340155016045.0,"Block Group 5, Census Tract 5016.04, Gloucester County, New Jersey",50.8,0.03,438.0,9.59,74.66,8.22,32.19,,0.68,0.0,23.52,8.45,60.5,1.56,47.26,43.38,1.0,340155016045,340155016045,34,15,477,477,587438,0,2,142.277084004634,206.127815961523,3.84425855513633,0.8377701623126,0.16439263529531,0.0,0.501081398803955,0.0,205.963423326228,133.077419205032,5.51979887976153,3.49966629870966,0.501081398803955,353.7524027177052,0.7416192929092352,0.5916329419636338,3,3,2,2,2,2,2,1.0,1,3,3,1,3,1,3,,2,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016051,15,501605,1,340155016051,340155016051.0,"Block Group 1, Census Tract 5016.05, Gloucester County, New Jersey",38.5,0.0,1940.0,2.16,74.18,11.29,12.89,160250.0,2.73,1.7,36.55,3.87,24.59,3.78,9.12,49.85,0.0,340155016051,340155016051,34,15,1713,1713,3400743,1666,1,421.30497819362,390.948942646918,6.439159055361,4.59939932525786,0.0,1.83975973010314,0.919879865051572,0.0,392.788702377021,401.987501027537,16.5578375709283,5.51927919030943,0.919879865051572,826.0521188163117,0.4822254050299543,0.4813137032842581,2,1,1,2,3,1,3,2,1,2,2,3,1,2,1,3,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016052,15,501605,2,340155016052,340155016052.0,"Block Group 2, Census Tract 5016.05, Gloucester County, New Jersey",60.5,0.05,781.0,10.5,67.61,13.83,17.16,50400.0,4.74,0.0,39.95,9.09,45.71,1.84,15.11,45.33,0.6567164,340155016052,340155016052,34,15,1274,1274,28476995,5730,3,348.571670108471,316.253899059171,7.48145600464099,2.09139359142108,1.04569679571054,0.0026510935218707,1.04304570218867,1.00265109352187,317.081716250416,332.848474657668,6.54040826796089,6.26622749369764,2.08874249789921,677.4924634486471,0.5317837232720934,0.4756945486544977,3,3,2,2,3,1,3,1.0,2,3,3,1,3,1,3,1,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016053,15,501605,3,340155016053,340155016053.0,"Block Group 3, Census Tract 5016.05, Gloucester County, New Jersey",53.7,0.02,1730.0,2.72,102.6,1.33,13.82,57879.0,1.1,1.16,53.64,6.82,43.87,2.15,9.36,39.31,0.5194805,340155016053,340155016053,34,15,1506,1488,19733726,536932,2,609.128095879677,419.376299513603,6.77853157041409,1.92617719013803,0.0,0.92617719013803,0.0,0.0,419.376299513603,581.866323978296,6.70470876055212,7.63088595069015,1.92617719013803,1038.1352813439703,0.6893328561380945,0.4077535316251533,3,2,1,3,2,1,2,2,3,3,3,1,1,1,3,1,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016061,15,501606,1,340155016061,340155016061.0,"Block Group 1, Census Tract 5016.06, Gloucester County, New Jersey",38.3,0.02,633.0,6.64,102.69,0.47,37.76,116277.0,1.74,0.0,17.69,6.64,41.07,2.38,22.59,52.92,0.0,340155016061,340155016061,34,15,948,935,4557682,354161,2,318.928889850049,222.59065134913,5.0778724292518,2.89768235019246,0.00092377552199902,0.723958699787116,1.44884117509623,0.723958699787116,223.310914946829,304.434935445955,9.4225484034965,2.90137745228046,1.44976495061823,552.3927783288157,0.5826928041443203,0.4110482344851482,2,2,1,3,1,2,2,1.0,1,3,3,1,3,2,1,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016062,15,501606,2,340155016062,340155016062.0,"Block Group 2, Census Tract 5016.06, Gloucester County, New Jersey",50.4,0.02,954.0,4.4,94.03,7.34,13.1,86250.0,1.26,0.0,44.34,2.94,43.4,2.2,17.3,55.35,0.65625,340155016062,340155016062,34,15,1261,1261,4991941,305214,3,345.689335163406,241.06442030652,4.30919814089761,3.33342862053502,0.718480203273839,0.349864110074853,0.552082600425767,0.994521503486722,241.340461606733,330.090038417968,9.63166976840608,4.34720006325674,1.34438561356158,597.0113306486198,0.4734427681590958,0.4108442733586828,3,2,1,3,2,1,2,1.0,2,2,3,1,3,2,3,1,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016063,15,501606,3,340155016063,340155016063.0,"Block Group 3, Census Tract 5016.06, Gloucester County, New Jersey",36.5,0.01,1234.0,2.59,56.81,33.39,12.8,145257.0,0.0,4.94,35.66,2.19,32.41,3.18,13.21,60.13,1.0,340155016063,340155016063,34,15,1224,1206,11092337,35037,5,284.047616950098,364.418640756923,5.20152492572066,1.61954400868513,0.332528317184683,0.326951356281349,0.328693270450101,0.585097449670531,360.793898678167,273.079996894226,7.1631610717938,4.01598024397099,1.22135492519216,656.8605970350135,0.5366508145710894,0.5619700893081294,1,1,1,2,3,1,1.0,3,1,2,2,3,2,3,3,3,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016064,15,501606,4,340155016064,340155016064.0,"Block Group 4, Census Tract 5016.06, Gloucester County, New Jersey",28.5,0.0,2163.0,1.94,79.06,17.2,36.29,158701.0,0.0,2.17,29.68,0.55,25.1,3.25,9.71,63.94,0.0,340155016064,340155016064,34,15,1791,1791,2078786,5859,4,468.943313938624,533.324608144665,10.8449760589611,1.7015664284764,1.09258665505585,0.512833328819498,2.09807961166426,0.537533402926889,527.482877222875,451.98096541272,10.543126754756,7.05063772247744,2.68235931097741,1019.0554975691931,0.5689868774814032,0.5321178064205725,1,1,1,2,3,2,1.0,2,1,1,2,3,2,3,1,3,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016065,15,501606,5,340155016065,340155016065.0,"Block Group 5, Census Tract 5016.06, Gloucester County, New Jersey",37.7,0.01,1896.0,15.14,86.13,9.39,29.59,134158.0,2.11,4.59,49.42,2.85,30.01,3.26,8.28,56.59,0.0,340155016065,340155016065,34,15,2269,2269,1702464,1077,5,701.550390491132,792.277520238409,11.741421597132,3.28417553093571,0.882051431106943,0.487166671180503,1.8662768549111,1.48584030041009,784.281463419522,675.870821994696,25.1375879683468,10.7962656809488,3.25663524176074,1513.5748431152176,0.6670669207206776,0.5303673298295011,2,1,2,3,2,2,3,3,2,2,2,3,1,2,1,3,2,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016081,15,501608,1,340155016081,340155016081.0,"Block Group 1, Census Tract 5016.08, Gloucester County, New Jersey",38.2,0.01,2889.0,3.67,98.17,7.17,14.05,79463.0,0.0,1.56,31.71,10.0,24.65,2.83,12.6,64.94,0.16037735,340155016081,340155016081,34,15,3294,3288,4415952,36987,3,651.679778121437,860.647863524647,12.0319145967895,5.20638291935789,1.10319145967895,1.10319145967895,1.20638291935789,1.0,846.028714766574,634.751054984326,23.0319145967895,9.61914875807368,1.10319145967895,1533.978705000947,0.46568873861595234,0.5690882318251355,2,1,1,3,2,1,1.0,2,1,3,2,2,2,3,1,1,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016082,15,501608,2,340155016082,340155016082.0,"Block Group 2, Census Tract 5016.08, Gloucester County, New Jersey",57.6,0.03,1334.0,16.42,89.28,2.85,4.5,43036.0,3.3,0.82,32.83,6.0,57.57,1.67,15.14,29.76,0.57575756,340155016082,340155016082,34,15,1201,1201,992743,0,1,275.320221878563,266.352136475353,8.96808540321053,1.79361708064211,0.896808540321053,0.896808540321053,1.79361708064211,0.0,260.971285233427,267.248945015674,8.96808540321053,5.38085124192632,0.896808540321053,556.021294999053,0.46296527477023564,0.4917218543046362,3,3,2,3,2,1,3,2,1,3,3,1,3,1,3,1,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016083,15,501608,3,340155016083,340155016083.0,"Block Group 3, Census Tract 5016.08, Gloucester County, New Jersey",35.7,0.0,1787.0,10.58,73.48,15.84,27.87,166667.0,0.0,0.67,48.35,5.37,27.87,3.45,8.95,62.95,0.0,340155016083,340155016083,34,15,2106,2106,1823185,0,1,454.027350845992,544.27459066579,10.2342230723482,2.79115174700405,0.930383915668017,0.930383915668017,1.86076783133603,0.930383915668017,534.97075150911,441.932359942308,10.2342230723482,6.51268740967612,0.930383915668017,1015.9792359094743,0.4824212896056383,0.54520037278658,1,1,2,2,3,2,1.0,2,2,3,2,3,1,3,1,3,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016091,15,501609,1,340155016091,340155016091.0,"Block Group 1, Census Tract 5016.09, Gloucester County, New Jersey",37.4,0.01,1045.0,4.69,86.51,7.37,25.45,188125.0,1.72,0.0,58.95,12.25,31.48,3.33,9.95,65.26,0.0,340155016091,340155016091,34,15,1292,1292,7013835,17439,1,297.869082452653,283.989877893927,2.66907779975495,1.06763111990198,0.53381555995099,0.0,0.53381555995099,0.53381555995099,279.719353414319,289.861849053388,6.93960227936288,3.20289335970594,0.0,587.19711594609,0.4544869318468189,0.48807339449541254,1,1,1,3,2,2,2,1.0,3,3,2,3,2,3,1,3,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016092,15,501609,2,340155016092,340155016092.0,"Block Group 2, Census Tract 5016.09, Gloucester County, New Jersey",42.7,0.01,2022.0,6.38,83.14,9.74,26.11,195774.0,1.88,0.0,60.63,2.62,33.83,3.12,9.35,62.56,0.0,340155016092,340155016092,34,15,1990,1990,2373339,0,1,724.0,632.0,17.0,1.0,1.0,1.0,2.0,1.0,622.0,705.0,6.0,6.0,1.0,1379.0,0.692964824120603,0.46607669616519176,2,1,1,3,2,2,2,1.0,3,2,3,3,1,3,1,3,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505016093,15,501609,3,340155016093,340155016093.0,"Block Group 3, Census Tract 5016.09, Gloucester County, New Jersey",27.7,0.02,901.0,21.31,56.83,53.94,6.44,52308.0,1.22,23.31,22.97,2.44,16.76,2.33,19.98,45.95,0.09556314,340155016093,340155016093,34,15,1122,1122,5276073,2346,1,258.675782129935,246.622788697358,2.31788335241877,0.92715334096751,0.463576670483755,0.0,0.463576670483755,0.463576670483755,242.914175333488,251.722132072679,6.02649671628881,2.78146002290253,0.0,509.93433753213054,0.45448693184681865,0.4880733944954135,1,2,3,2,3,1,2,3,1,2,1,1,3,1,1,1,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505016094,15,501609,4,340155016094,340155016094.0,"Block Group 4, Census Tract 5016.09, Gloucester County, New Jersey",35.7,0.01,1811.0,16.9,38.43,23.85,26.01,244821.0,3.04,0.0,47.54,5.19,22.14,4.07,7.4,47.87,0.0,340155016094,340155016094,34,15,1422,1422,6479606,6129,2,323.460560494116,535.248464568963,7.38063388844531,0.941707966904806,0.0,0.742664728050635,0.0995216194270856,0.742664728050635,529.452681756046,310.82776528195,7.13557725753011,4.95359646543924,1.68437269495544,868.6162179939574,0.6108412222179729,0.6233176185957108,1,1,2,1,3,2,3,1.0,2,3,2,3,1,1,1,3,2,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017011,15,501701,1,340155017011,340155017011.0,"Block Group 1, Census Tract 5017.01, Gloucester County, New Jersey",37.1,0.01,2274.0,9.67,71.55,22.82,17.59,122778.0,0.66,1.23,52.73,7.56,34.04,2.91,6.95,54.05,1.0,340155017011,340155017011,34,15,2491,2491,8599307,11246,3,781.365085588132,643.634779094,11.2450986356177,3.99782161583007,1.16252232603041,1.0,4.32504465206082,1.16252232603041,641.222801364012,744.629789681279,20.4237734687859,11.6705985795993,2.41197772998793,1447.8928742377018,0.5812496484294266,0.4516735720796525,1,1,2,2,3,1,2,2,3,3,3,3,1,2,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017012,15,501701,2,340155017012,340155017012.0,"Block Group 2, Census Tract 5017.01, Gloucester County, New Jersey",44.8,0.05,541.0,7.76,106.65,0.0,4.81,104531.0,1.29,1.85,63.77,12.57,42.88,2.52,12.94,45.66,0.0,340155017012,340155017012,34,15,693,693,10139441,620,3,228.135221218791,129.797748384803,3.09727475033885,1.02178020522257,0.0,0.0,0.314665296693341,0.0066320267741285,129.37999666507,217.571471727452,6.52853687074592,2.68615505738007,0.417751719732909,362.37332188262286,0.5229052263818512,0.3626314405419324,2,3,2,3,1,1,2,2,3,3,3,2,2,1,1,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017013,15,501701,3,340155017013,340155017013.0,"Block Group 3, Census Tract 5017.01, Gloucester County, New Jersey",43.4,0.03,532.0,22.37,78.38,2.26,9.77,99000.0,2.26,4.14,50.38,3.01,27.44,3.2,11.09,71.99,0.0,340155017013,340155017013,34,15,759,759,6985748,555,3,261.037909810039,153.890670368288,3.61309019560926,1.23876887072239,0.070731587341484,0.0,0.471807269276522,0.070731587341484,153.345074515969,248.877262844837,7.55381955260429,2.99676275594892,0.545595852318858,420.3937096886181,0.5538784053868486,0.37088472021413715,2,3,3,2,2,1,3,3,2,2,2,3,2,3,1,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017014,15,501701,4,340155017014,340155017014.0,"Block Group 4, Census Tract 5017.01, Gloucester County, New Jersey",39.4,0.01,1590.0,2.64,80.88,17.55,21.57,150282.0,1.38,0.44,59.81,9.69,29.87,3.51,6.16,52.33,0.0,340155017014,340155017014,34,15,1468,1468,7794849,2030,2,594.828217096992,391.640475304984,9.35020613090398,4.15564716929066,0.766746086628106,0.0,1.53349217325621,0.766746086628106,389.834817426033,566.777598704281,22.1390643749261,6.77780216532511,1.80565787895077,1003.0415300486833,0.6832707970358878,0.39701257457179845,2,1,1,2,3,1,2,2,3,3,2,3,1,2,1,3,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505017021,15,501702,1,340155017021,340155017021.0,"Block Group 1, Census Tract 5017.02, Gloucester County, New Jersey",34.2,0.01,1567.0,25.4,86.79,3.25,14.61,103906.0,0.32,5.62,37.14,5.81,28.27,2.98,8.68,54.88,0.7368421,340155017021,340155017021,34,15,1624,1615,36993607,422831,3,602.139461234145,296.55306148651,9.73690353426706,2.21504250930366,0.0,0.36409761635462,1.17760095841461,1.34821717711612,294.779045846094,575.00516304117,13.0731663957633,4.34477690925657,1.7740156404159,913.534384516111,0.5625211727315954,0.32998278497827116,1,1,3,3,2,1,2,3,1,3,2,3,1,2,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017022,15,501702,2,340155017022,340155017022.0,"Block Group 2, Census Tract 5017.02, Gloucester County, New Jersey",41.8,0.01,1174.0,3.24,96.34,1.7,15.16,83100.0,2.13,1.79,56.98,2.13,35.09,2.83,6.98,52.21,0.22222222,340155017022,340155017022,34,15,1227,1227,14487079,11526,2,492.451792976974,267.804735743183,7.86819199562341,2.39578567168782,0.0,0.0,0.550594274294628,1.65178282288388,266.379897913819,470.498999812987,14.6983633109015,4.240977069081,1.4248378293639,772.7228834846468,0.629766001209981,0.35225575266550496,2,1,1,3,2,1,3,2,3,2,3,2,1,2,2,1,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505017031,15,501703,1,340155017031,340155017031.0,"Block Group 1, Census Tract 5017.03, Gloucester County, New Jersey",45.1,0.02,1091.0,19.71,74.06,27.31,22.46,88880.0,4.67,5.32,41.8,5.68,25.57,2.94,11.27,52.25,0.5543478,340155017031,340155017031,34,15,1313,1270,11316245,0,1,413.673768870611,178.88595410621,6.70822327898288,1.11803721316381,0.0,0.559018606581907,1.11803721316381,0.0,177.767916893046,394.667136246826,6.14920467240097,2.79509303290953,1.11803721316381,602.0630392887135,0.45854001469056627,0.30188679245282996,2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017032,15,501703,2,340155017032,340155017032.0,"Block Group 2, Census Tract 5017.03, Gloucester County, New Jersey",40.0,0.01,1985.0,3.63,75.77,15.52,15.72,122344.0,1.16,2.67,35.67,7.46,30.33,2.91,6.2,54.81,0.0,340155017032,340155017032,34,15,1542,1542,14342659,10069,3,755.518385525557,536.110319194482,8.37289487242008,5.26650319530258,0.0,0.0767205228024435,0.153441045604887,1.11306214969769,533.84381599918,721.327017654506,28.2961743496176,5.83585121280297,1.26650319530258,1306.6113265058668,0.8473484607690447,0.4150653490707952,2,1,1,2,3,1,2,2,1,3,2,3,1,2,1,2,1,3
34015,NJ,gloucester,10,3.0,0.0,G34001505017033,15,501703,3,340155017033,340155017033.0,"Block Group 3, Census Tract 5017.03, Gloucester County, New Jersey",37.4,0.01,1073.0,3.91,100.93,4.19,8.57,88750.0,3.73,1.4,51.82,2.8,32.62,2.69,12.3,46.51,1.0,340155017033,340155017033,34,15,1289,1289,6412228,398740,2,394.2455273139,215.261111421648,5.15980109210123,1.58255345123754,0.234082542569786,0.0,0.234082542569786,1.11438836609797,214.14672305555,377.00551239054,7.50062651779909,5.15980109210123,1.34847090866775,617.8315467301244,0.47931074222662867,0.35317271009257245,1,1,1,3,2,1,3,2,3,2,2,2,2,1,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017041,15,501704,1,340155017041,340155017041.0,"Block Group 1, Census Tract 5017.04, Gloucester County, New Jersey",38.7,0.01,2256.0,3.59,84.44,4.61,13.83,111406.0,0.89,3.99,42.07,8.16,30.1,2.64,6.56,54.12,0.5463917,340155017041,340155017041,34,15,2158,2158,12152782,372025,3,774.43840081457,481.903062935336,12.830516744865,4.14380228194331,1.47794035483903,0.0,2.83293096355214,1.47794035483903,480.070131971784,738.526888145123,19.7398639455339,12.4755261361519,3.31087131839117,1279.1045944499447,0.5927268741658687,0.3835765011662993,2,1,1,3,2,1,2,3,2,3,2,2,1,2,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505017042,15,501704,2,340155017042,340155017042.0,"Block Group 2, Census Tract 5017.04, Gloucester County, New Jersey",42.6,0.02,1567.0,24.44,72.88,1.15,20.74,100676.0,2.87,0.0,46.27,6.32,34.91,2.81,8.55,44.22,0.5714286,340155017042,340155017042,34,15,1851,1844,15375936,212540,2,650.045421397126,353.465840597028,9.01583971813828,2.86393130777355,1.28797710259118,1.0,1.28797710259118,1.28797710259118,352.177863494437,619.997902242711,16.8956107440501,9.01583971813828,2.57595420518236,1020.2549643278394,0.5511912287022362,0.3522290720431268,2,2,3,2,2,1,3,1.0,2,3,3,2,1,1,3,2,1,2
34015,NJ,gloucester,10,3.0,0.0,G34001505018001,15,501800,1,340155018001,340155018001.0,"Block Group 1, Census Tract 5018, Gloucester County, New Jersey",48.8,0.04,502.0,11.75,86.25,6.57,21.91,83250.0,1.59,3.78,39.24,5.78,35.06,2.34,9.56,54.18,0.68292683,340155018001,340155018001,34,15,450,445,1323744,1192,2,167.38081152936,132.553061089612,2.37865536908899,0.891587627755795,0.297087039744579,0.297250294005608,0.891587627755795,0.0,132.55273458109,157.571388572914,5.05227547252916,2.0804255495172,0.594500588011217,304.6900405773227,0.6770889790607171,0.44194095162437314,3,3,2,3,2,1,2,3,1,3,3,1,1,2,3,1,1,3
